CustomerSatisfationID,satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
7892,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,466,5,5,5,5,3,4,5,3,3,4,3,5,3,3,12,12
7893,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1384,1,1,1,1,4,5,5,3,3,4,3,5,3,5,50,40
7894,dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,4097,1,5,2,3,4,2,4,4,4,2,4,5,4,4,9,0
7895,satisfied,Female,Loyal Customer,65,Personal Travel,Eco,2308,3,2,2,2,3,4,3,3,4,2,3,2,1,3,0,0
7896,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,3576,4,4,2,4,3,4,3,3,1,3,3,5,3,3,0,0
7897,dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2792,1,5,2,3,1,2,1,1,4,3,5,5,5,1,0,0
7898,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,1368,2,2,2,2,3,4,4,3,3,4,3,3,3,3,0,15
7899,dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2529,1,5,2,3,1,2,2,1,5,4,4,3,5,1,0,0
7900,dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2595,1,5,2,3,1,2,1,1,5,4,3,3,4,1,18,20
7901,dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,2130,1,5,2,3,5,2,3,5,4,4,5,4,5,5,0,0
7902,satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1940,5,5,5,5,2,5,5,3,3,4,3,4,3,5,0,0
7903,dissatisfied,Male,Loyal Customer,17,Personal Travel,Business,2044,1,5,2,3,4,2,4,4,3,1,5,5,1,4,5,0
7904,dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2350,1,5,2,3,4,2,1,4,4,4,5,3,5,4,11,3
7905,satisfied,Female,Loyal Customer,14,Personal Travel,Eco Plus,2026,3,3,3,3,5,5,5,3,3,4,3,3,3,5,6,1
7906,dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2125,1,5,2,3,3,2,3,3,3,4,4,3,5,3,24,25
7907,dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,2607,1,5,2,3,1,2,1,1,5,2,5,5,4,1,0,0
7908,dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,2746,1,5,2,3,2,5,5,3,5,5,5,5,3,5,472,446
7909,satisfied,Female,Loyal Customer,52,Personal Travel,Eco,971,4,4,4,4,3,5,5,3,3,4,3,4,3,5,43,42
7910,dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco Plus,1917,1,5,2,3,3,2,2,3,3,4,4,5,5,3,0,0
7911,dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1805,1,5,2,3,1,2,1,1,5,1,2,2,2,1,13,20
7912,dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco Plus,1921,1,5,2,3,4,2,4,4,3,2,4,4,5,4,0,0
7913,dissatisfied,Female,Loyal Customer,53,Personal Travel,Eco Plus,2528,1,5,2,3,2,1,1,4,3,4,4,1,5,1,137,160
7914,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1971,2,2,2,2,2,5,4,3,3,4,3,5,3,4,0,0
7915,dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,2248,1,5,2,3,5,2,5,5,5,3,5,3,4,5,0,13
7916,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,788,5,5,5,5,5,5,5,3,3,4,3,4,3,3,0,0
7917,dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1904,1,5,2,3,3,2,3,3,4,4,1,2,3,3,0,0
7918,dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1454,1,5,2,3,2,2,2,2,3,3,5,3,4,2,72,74
7919,dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2415,1,5,2,3,4,2,4,4,5,3,4,5,4,4,0,0
7920,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1885,3,3,3,3,2,5,4,3,3,4,3,5,3,5,5,0
7921,dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1969,1,5,2,3,2,2,5,2,4,2,1,4,1,2,18,23
7922,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2330,3,3,3,3,3,4,3,3,3,1,1,5,3,3,30,26
7923,dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1968,1,5,2,3,5,2,5,5,3,2,5,4,4,5,9,4
7924,dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1950,1,5,2,3,1,2,1,1,4,2,3,5,1,1,0,0
7925,dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2248,1,5,2,3,3,2,3,3,5,4,1,2,3,3,0,0
7926,satisfied,Female,Loyal Customer,29,Personal Travel,Eco Plus,1764,3,3,3,3,4,4,4,3,3,4,3,5,3,3,13,4
7927,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1481,3,4,4,4,3,4,3,3,2,1,1,3,1,3,44,37
7928,dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1140,1,5,2,3,1,2,1,1,4,5,5,4,5,1,5,0
7929,satisfied,Female,Loyal Customer,65,Personal Travel,Eco,290,2,2,2,2,2,4,5,3,3,4,3,3,3,5,2,0
7930,satisfied,Female,Loyal Customer,15,Personal Travel,Eco,4302,3,3,2,3,3,4,3,3,1,2,3,5,5,3,0,0
7931,satisfied,Female,Loyal Customer,36,Personal Travel,Eco,3608,5,5,5,5,4,5,5,3,3,4,3,3,3,5,0,0
7932,satisfied,Female,Loyal Customer,18,Personal Travel,Eco,3965,2,2,2,2,3,4,2,3,3,4,3,1,3,5,0,20
7933,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,3650,4,5,2,5,4,5,4,3,3,4,3,1,3,4,0,9
7934,dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco Plus,3730,1,5,2,4,3,2,3,3,5,5,4,5,4,3,0,0
7935,dissatisfied,Male,Loyal Customer,30,Personal Travel,Business,3382,1,5,2,4,4,2,4,4,4,4,4,5,4,4,3,13
7936,dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2938,1,5,2,4,5,2,1,5,5,3,4,3,5,5,45,19
7937,dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2923,1,5,2,4,1,2,1,1,4,4,3,5,4,1,2,12
7938,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,1621,1,1,1,1,4,3,3,3,5,3,4,3,5,3,0,24
7939,dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,2988,1,5,2,4,5,2,5,5,4,2,4,5,5,5,6,0
7940,satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2295,2,2,2,2,3,4,4,3,3,4,3,3,3,5,14,57
7941,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,2611,4,2,1,2,4,4,3,3,3,4,3,5,3,2,0,0
7942,dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2203,1,5,2,4,2,2,2,2,4,3,4,1,4,2,0,0
7943,dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,2917,1,5,2,4,5,2,5,5,3,5,4,4,5,5,26,16
7944,satisfied,Female,Loyal Customer,51,Personal Travel,Eco,1183,4,4,3,4,4,3,3,4,5,5,4,3,5,3,37,13
7945,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,1201,1,1,1,1,5,3,4,3,3,4,3,5,3,4,12,5
7946,dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2904,1,5,2,4,1,2,1,1,4,3,5,3,4,1,0,0
7947,dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,2728,1,5,2,4,1,2,1,1,5,2,5,3,4,1,0,0
7948,dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,2829,1,5,2,4,5,2,5,5,4,2,4,3,5,5,20,13
7949,dissatisfied,Male,Loyal Customer,40,Personal Travel,Business,1053,1,5,2,4,4,4,5,2,2,2,2,5,2,3,0,0
7950,dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2066,1,5,2,4,1,2,1,1,5,5,5,5,5,1,4,8
7951,dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2339,1,5,2,4,1,2,1,1,4,2,5,3,5,1,0,0
7952,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1684,3,3,3,3,5,4,4,3,3,4,3,4,3,5,66,57
7953,dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco Plus,2922,1,5,2,4,2,3,5,3,3,4,5,5,5,5,136,134
7954,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2450,1,1,2,1,4,4,4,3,3,4,3,5,3,5,0,5
7955,dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1648,1,5,2,4,4,2,4,4,4,4,4,5,4,4,1,0
7956,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,915,2,2,2,2,3,4,3,3,4,5,4,4,4,3,19,13
7957,dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,2295,1,5,2,4,2,2,2,2,2,3,1,4,3,2,0,3
7958,dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,2618,1,5,2,4,4,2,4,4,5,3,4,4,5,4,4,0
7959,dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,2007,1,5,2,4,5,2,5,5,3,2,4,5,5,5,0,0
7960,dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1884,1,5,2,4,5,2,5,5,4,2,5,4,4,5,0,0
7961,dissatisfied,Male,Loyal Customer,67,Personal Travel,Business,2481,1,5,2,4,2,3,3,4,2,5,5,3,4,3,165,142
7962,dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1593,1,5,2,4,2,2,2,2,4,4,5,3,4,2,10,0
7963,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,588,5,5,5,5,4,3,5,3,3,4,3,3,3,5,16,5
7964,satisfied,Female,Loyal Customer,67,Personal Travel,Eco Plus,619,4,2,2,2,2,1,4,3,3,4,3,3,3,3,0,0
7965,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,597,1,1,1,1,2,4,4,3,3,4,3,4,3,4,0,0
7966,dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1947,1,5,2,4,4,2,4,4,5,4,2,1,4,4,31,33
7967,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,367,1,1,1,1,3,5,4,3,3,4,3,3,3,4,16,6
7968,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,4029,5,5,5,5,3,4,3,3,3,3,5,5,4,3,0,0
7969,satisfied,Female,Loyal Customer,54,Personal Travel,Eco,1639,4,4,4,4,3,4,3,3,5,4,5,4,5,3,0,8
7970,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1574,4,4,4,4,3,3,3,3,3,4,3,5,3,4,0,3
7971,dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2841,1,5,2,5,5,2,5,5,5,3,4,4,4,5,45,30
7972,dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1581,1,5,2,5,1,2,1,1,4,4,1,2,2,1,20,14
7973,dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1967,1,5,2,5,5,2,5,5,4,3,4,5,5,5,13,12
7974,dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2005,1,5,3,1,5,3,3,5,5,5,5,3,5,5,32,13
7975,dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco Plus,1968,1,5,3,1,5,3,5,5,5,4,4,2,5,5,0,9
7976,dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1371,1,5,3,1,4,3,4,4,5,2,5,3,5,4,1,0
7977,dissatisfied,Female,Loyal Customer,55,Personal Travel,Eco,2242,1,5,3,1,3,3,3,4,4,5,5,3,3,3,136,156
7978,dissatisfied,Female,Loyal Customer,60,Personal Travel,Eco,2246,1,5,3,1,3,4,4,3,3,5,5,4,3,4,254,265
7979,dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1624,1,5,3,1,2,3,2,2,5,4,5,3,5,2,0,0
7980,satisfied,Female,Loyal Customer,44,Personal Travel,Eco,548,5,5,5,5,3,5,4,3,3,4,3,3,3,5,33,25
7981,satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1585,3,3,3,3,2,5,4,3,3,4,3,3,3,5,0,11
7982,dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1973,1,5,3,2,4,3,4,4,5,4,5,3,4,4,0,0
7983,satisfied,Female,Loyal Customer,25,Personal Travel,Eco Plus,1910,3,3,3,3,5,5,4,3,3,4,3,5,3,4,0,0
7984,dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1973,1,5,3,3,1,3,1,1,3,2,4,3,5,1,36,27
7985,dissatisfied,Male,Loyal Customer,49,Personal Travel,Business,525,1,5,3,3,3,4,5,3,3,3,3,5,3,4,12,0
7986,dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2029,1,5,3,3,2,3,2,2,4,3,4,5,5,2,0,0
7987,dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1232,1,5,3,3,5,3,5,5,3,5,5,5,5,5,16,4
7988,satisfied,Female,Loyal Customer,10,Personal Travel,Eco Plus,1293,4,4,4,4,4,4,5,3,3,4,3,4,3,5,0,0
7989,dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1736,1,5,3,3,5,3,5,5,4,3,4,3,4,5,26,14
7990,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1510,4,4,4,4,3,5,5,3,3,4,3,3,3,5,0,6
7991,dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1834,1,5,3,3,5,3,5,5,3,4,4,4,5,5,0,0
7992,dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2137,1,5,3,4,5,3,5,5,4,3,1,4,4,5,13,0
7993,satisfied,Female,Loyal Customer,53,Personal Travel,Eco Plus,491,2,2,2,2,4,5,4,3,3,4,3,4,3,5,22,40
7994,dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1803,1,5,3,4,4,3,4,4,3,3,4,4,2,4,52,54
7995,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1734,1,1,1,1,3,4,3,3,5,4,4,4,4,3,17,13
7996,satisfied,Female,Loyal Customer,44,Personal Travel,Business,361,3,3,3,3,3,4,3,3,3,4,5,5,5,3,0,0
7997,dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1990,1,5,3,4,5,3,1,5,4,2,5,5,4,5,12,5
7998,dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1823,1,5,3,5,3,3,4,3,1,1,1,4,2,3,0,0
7999,satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1828,4,2,2,2,5,2,3,3,3,4,3,2,3,5,89,92
8000,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1655,2,2,2,2,3,4,5,3,3,4,3,5,3,5,0,0
8001,dissatisfied,Male,Loyal Customer,66,Personal Travel,Business,457,1,5,4,1,2,3,4,1,1,4,1,2,1,3,0,0
8002,dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1588,1,5,4,1,3,4,3,3,3,4,1,1,4,3,0,0
8003,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1743,4,4,4,4,3,4,4,3,3,4,3,3,3,4,0,0
8004,dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1726,1,5,4,2,3,4,3,3,2,3,5,2,5,3,60,56
8005,satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2349,4,4,4,4,5,4,5,3,3,4,3,3,3,4,21,21
8006,dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2041,1,5,4,2,1,4,4,1,5,3,2,4,5,1,0,0
8007,dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2266,1,5,4,2,5,4,5,5,4,5,5,3,4,5,3,2
8008,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,1387,4,4,4,4,3,5,3,3,3,4,3,3,3,1,0,0
8009,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1966,3,3,2,3,2,4,4,3,3,4,3,4,3,5,17,13
8010,dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1859,1,5,4,2,1,4,1,1,5,4,4,3,5,1,0,0
8011,dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1088,1,5,4,2,2,4,2,2,3,2,5,4,5,2,0,11
8012,satisfied,Female,Loyal Customer,61,Personal Travel,Eco Plus,549,5,5,5,5,2,4,5,3,3,4,3,5,3,3,24,13
8013,dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2314,1,5,4,3,5,4,5,5,3,5,4,5,4,5,125,114
8014,dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1880,1,5,4,3,4,4,3,4,4,3,4,5,4,4,0,0
8015,satisfied,Female,Loyal Customer,18,Personal Travel,Eco,2136,2,2,2,2,3,4,3,3,3,4,4,5,4,3,18,24
8016,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,392,4,4,4,4,3,3,5,3,3,4,3,5,3,5,0,0
8017,dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2049,1,5,4,3,2,4,2,2,4,2,5,4,4,2,0,3
8018,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1982,5,5,5,5,4,4,5,3,3,4,3,5,3,3,26,16
8019,satisfied,Female,Loyal Customer,53,Personal Travel,Eco,386,3,3,3,3,2,5,5,3,3,4,3,3,3,3,0,0
8020,dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1340,1,5,4,3,1,4,1,1,4,5,5,5,5,1,0,0
8021,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1799,5,5,5,5,4,5,4,3,3,4,3,4,3,5,0,2
8022,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1190,1,1,1,1,4,4,5,3,3,4,3,4,3,4,16,
8023,satisfied,Female,Loyal Customer,66,Personal Travel,Business,419,1,1,1,1,3,4,3,3,3,4,4,5,4,3,0,0
8024,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,399,4,4,4,4,2,5,5,3,3,4,3,4,3,4,0,0
8025,dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1738,1,5,4,4,3,4,3,3,3,3,5,3,4,3,12,8
8026,dissatisfied,Male,Loyal Customer,67,Personal Travel,Business,476,1,5,4,5,2,5,5,3,3,4,3,3,3,5,0,0
8027,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1437,5,5,5,5,4,5,4,3,3,4,3,5,3,5,12,14
8028,satisfied,Female,Loyal Customer,63,Personal Travel,Eco,526,4,2,2,2,2,1,4,3,3,4,3,4,3,5,12,8
8029,dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1983,1,5,5,1,1,5,1,1,5,2,4,4,3,1,35,30
8030,dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1647,1,5,5,1,5,5,5,5,3,5,5,1,4,5,9,4
8031,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,409,2,2,4,2,2,5,4,3,3,4,3,4,3,3,0,0
8032,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1528,4,2,2,2,1,5,2,3,3,4,3,2,3,5,19,17
8033,satisfied,Female,Loyal Customer,44,Personal Travel,Eco,353,2,2,2,2,2,5,4,3,3,4,3,3,3,5,47,51
8034,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2031,3,3,3,3,5,4,4,3,3,4,3,5,3,4,0,0
8035,dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1327,1,5,5,1,5,5,5,5,4,4,5,3,5,5,0,0
8036,dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1555,1,5,5,1,2,5,4,2,4,4,5,3,5,2,24,6
8037,dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1753,1,5,5,1,5,5,4,5,3,5,5,3,4,5,0,0
8038,dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1360,1,5,5,2,1,5,1,1,5,2,4,4,5,1,0,0
8039,dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1400,1,5,5,2,1,5,1,1,1,1,2,2,2,1,81,66
8040,satisfied,Female,Loyal Customer,52,Personal Travel,Eco Plus,478,5,5,4,5,3,5,4,3,3,4,3,5,3,3,49,45
8041,satisfied,Female,Loyal Customer,69,Personal Travel,Eco,402,1,1,1,1,5,4,4,3,3,4,3,4,3,3,56,46
8042,satisfied,Female,Loyal Customer,67,Personal Travel,Eco Plus,339,3,3,3,3,3,4,5,3,3,4,3,4,3,3,0,0
8043,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,318,4,1,1,1,2,5,5,3,3,4,3,4,3,3,0,0
8044,satisfied,Female,Loyal Customer,54,Personal Travel,Eco,347,1,1,1,1,4,4,5,3,3,4,3,3,3,5,0,0
8045,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2054,2,4,2,2,2,4,4,3,3,4,3,5,3,4,30,15
8046,satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1494,5,5,3,5,3,4,3,3,3,3,4,3,4,3,26,16
8047,dissatisfied,Male,Loyal Customer,19,Personal Travel,Business,1536,1,5,5,3,5,5,5,5,5,4,5,4,4,5,0,0
8048,dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1185,1,5,5,3,2,5,2,2,3,5,4,5,4,2,0,0
8049,dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,2060,1,5,5,3,5,5,5,5,4,3,4,3,4,5,0,3
8050,dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1710,1,5,5,3,5,5,5,5,4,5,5,3,4,5,2,2
8051,dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1971,1,5,5,3,3,5,4,3,3,5,4,3,4,3,0,0
8052,satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1561,5,5,5,5,2,4,5,3,3,4,3,3,3,4,31,43
8053,satisfied,Female,Loyal Customer,60,Personal Travel,Business,380,4,4,4,4,3,5,5,3,3,4,3,4,3,5,9,8
8054,dissatisfied,Male,Loyal Customer,9,Personal Travel,Business,1497,1,5,5,4,1,5,1,1,3,4,5,4,5,1,51,51
8055,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,569,2,2,2,2,5,5,4,3,3,4,3,3,3,3,0,0
8056,dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1724,1,5,5,5,4,5,4,4,4,3,4,4,5,4,11,4
8057,satisfied,Female,Loyal Customer,67,Personal Travel,Eco Plus,499,2,2,2,2,2,4,4,3,3,4,3,4,3,4,5,0
8058,dissatisfied,Male,Loyal Customer,35,Personal Travel,Business,401,1,5,5,5,2,5,4,4,4,5,3,4,4,4,0,0
8059,dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco Plus,2193,1,5,5,5,4,5,4,4,3,2,4,5,4,4,48,52
8060,dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1989,1,5,5,5,5,5,5,5,3,4,5,3,5,5,0,6
8061,dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1228,2,0,0,1,4,0,4,4,2,3,3,5,4,4,0,0
8062,dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco Plus,1440,2,0,0,1,3,0,3,3,3,3,5,4,5,3,0,0
8063,dissatisfied,Female,Loyal Customer,40,Personal Travel,Eco,1756,2,0,0,1,0,3,2,4,2,5,5,2,5,2,114,155
8064,dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1780,2,0,0,1,5,0,2,5,5,5,4,4,5,5,0,4
8065,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1816,3,3,3,3,5,4,5,3,3,4,3,3,3,4,0,0
8066,dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco Plus,1520,2,0,0,2,3,0,3,3,3,3,4,5,5,3,0,1
8067,dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,865,2,0,0,2,2,0,2,2,5,4,5,3,5,2,0,0
8068,dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1699,2,0,0,2,5,0,5,5,5,2,3,5,1,5,90,88
8069,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,288,3,2,2,2,3,4,3,3,3,3,3,4,3,3,0,0
8070,dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco Plus,1456,2,0,0,3,4,0,2,4,5,3,4,4,4,4,45,43
8071,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1293,4,4,2,4,5,4,4,3,3,4,3,5,3,5,85,105
8072,dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1387,2,0,0,3,5,0,3,5,5,5,3,4,4,5,6,83
8073,dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1375,2,0,0,3,1,0,2,1,4,2,3,2,4,1,1,0
8074,satisfied,Female,Loyal Customer,53,Personal Travel,Eco,95,1,1,1,1,5,3,2,3,3,4,3,1,3,4,16,16
8075,satisfied,Female,Loyal Customer,30,Personal Travel,Eco Plus,1542,3,4,3,4,3,4,3,3,1,3,1,3,5,3,0,0
8076,satisfied,Female,Loyal Customer,66,Personal Travel,Eco,257,5,5,4,5,5,4,3,3,3,4,3,2,3,4,7,10
8077,dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco Plus,1622,2,0,0,4,3,0,3,3,1,2,2,1,3,3,0,0
8078,satisfied,Female,Loyal Customer,45,Personal Travel,Eco,250,3,3,1,3,3,4,5,3,3,4,3,4,3,3,0,0
8079,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1294,4,4,4,4,5,4,4,3,3,4,3,5,3,3,0,0
8080,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1598,4,4,4,4,4,5,5,3,3,4,3,4,3,4,0,21
8081,dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1433,2,0,0,5,1,0,1,1,3,5,4,5,4,1,0,0
8082,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,890,3,1,1,1,3,4,3,3,4,2,5,2,3,3,15,9
8083,satisfied,Female,Loyal Customer,45,Personal Travel,Eco,2086,2,2,3,2,1,1,5,3,3,4,3,4,3,4,1,0
8084,dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2831,2,0,1,3,3,1,3,3,3,4,4,4,4,3,0,0
8085,dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2895,2,0,1,4,2,1,2,2,5,1,5,1,3,2,12,0
8086,satisfied,Female,Loyal Customer,10,Personal Travel,Eco,2383,1,1,1,1,3,5,5,3,3,4,3,5,3,5,72,68
8087,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,648,3,2,2,2,3,4,3,3,3,2,4,2,5,3,0,3
8088,dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,2718,2,0,1,5,5,1,5,5,3,2,5,5,5,5,0,0
8089,dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2225,2,0,1,5,3,1,3,3,5,4,4,3,4,3,0,3
8090,dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,3823,2,0,2,1,2,3,3,2,3,3,5,3,4,3,0,0
8091,dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,4186,2,0,2,1,3,2,3,3,3,2,4,3,4,3,0,0
8092,satisfied,Female,Loyal Customer,42,Personal Travel,Eco Plus,2519,1,1,1,1,5,2,3,3,3,4,3,1,3,4,24,0
8093,satisfied,Female,Loyal Customer,58,Personal Travel,Eco,2496,5,5,5,5,4,5,4,3,3,4,3,5,3,5,61,102
